log_file,gps_time_s,type,photodiode,detector_index,l,l_sd,npts,monitor,manip_x_mm,manip_y_mm,manip_pitch_deg,manip_yaw_deg,wavelength_um,opa_wavelength_um,rad_angle_deg,signal,l_center,l_center_sd,det_name,signal_uc,azimuth_deg,wavenum
ERF_Log_File_20250226_1006,1424625473,2d,0,3,-0.0007095733217,0.004911400021,3,4.229593714,0,0,-2,-7.5,0.401,0.4,7.762087348,-1.845097542e-06,384.5722545,0.6692956125,Total,1.409478852e-05,-104.9314172,24937.65586
ERF_Log_File_20250226_1006,1424625493,2d,0,3,0.01193569457,0.004233673482,3,4.182086571,0,0,-2,-6.875,0.401,0.4,7.160001746,3.103628624e-05,384.5722545,0.6692956125,Total,1.443136991e-05,-106.2201937,24937.65586
ERF_Log_File_20250226_1006,1424625513,2d,0,3,0.01617937594,0.007374303018,3,4.206844857,0,0,-2,-6.25,0.401,0.4,6.562202374,4.207109523e-05,384.5722545,0.6692956125,Total,1.470830177e-05,-107.7446716,24937.65586
ERF_Log_File_20250226_1006,1424625534,2d,0,3,0.01741319555,0.003850937376,3,4.202650571,0,0,-2,-5.625,0.401,0.4,5.969976968,4.527938598e-05,384.5722545,0.6692956125,Total,1.480329177e-05,-109.5731258,24937.65586
ERF_Log_File_20250226_1006,1424625554,2d,0,3,0.04282264273,0.006607825373,3,4.278378286,0,0,-2,-5,0.401,0.4,5.385164807,0.0001113513579,384.5722545,0.6692956125,Total,1.796267835e-05,-111.8014095,24937.65586
ERF_Log_File_20250226_1006,1424625574,2d,0,3,0.05976621908,0.002762478297,3,4.249360286,0,0,-2,-4.375,0.401,0.4,4.810470351,0.000155409597,384.5722545,0.6692956125,Total,2.098150593e-05,-114.5671713,24937.65586
ERF_Log_File_20250226_1006,1424625595,2d,0,3,0.1037194586,0.002711003854,3,4.248649143,0,0,-2,-3.75,0.401,0.4,4.25,0.0002697008363,384.5722545,0.6692956125,Total,3.043410481e-05,-118.0724869,24937.65586
ERF_Log_File_20250226_1006,1424625615,2d,0,3,0.1835988925,0.006295321467,3,4.226243714,0,0,-2,-3.125,0.401,0.4,3.71020552,0.0004774106565,384.5722545,0.6692956125,Total,4.9784824e-05,-122.6192431,24937.65586
ERF_Log_File_20250226_1006,1424625635,2d,0,3,0.3136261063,0.009252431119,3,4.189099143,0,0,-2,-2.5,0.401,0.4,3.201562119,0.0008155193273,384.5722545,0.6692956125,Total,8.277294941e-05,-128.6598083,24937.65586
ERF_Log_File_20250226_1006,1424625656,2d,0,3,0.4850364454,0.004621486586,3,4.232419143,0,0,-2,-1.875,0.401,0.4,2.741464025,0.001261236191,384.5722545,0.6692956125,Total,0.000126927595,-136.8476103,24937.65586
ERF_Log_File_20250226_1006,1424625676,2d,0,3,0.8011898814,0.001745692647,3,4.243292,0,0,-2,-1.25,0.401,0.4,2.358495283,0.002083327312,384.5722545,0.6692956125,Total,0.0002088403743,-147.9946168,24937.65586
ERF_Log_File_20250226_1006,1424625758,2d,0,3,0.855286098,0.005188618045,3,4.232716286,0,0,-2,1.25,0.401,0.4,2.358495283,0.00222399325,384.5722545,0.6692956125,Total,0.0002228790478,147.9946168,24937.65586
ERF_Log_File_20250226_1006,1424625778,2d,0,3,0.5085582543,0.002340219258,3,4.181765429,0,0,-2,1.875,0.401,0.4,2.741464025,0.001322399753,384.5722545,0.6692956125,Total,0.0001330087846,136.8476103,24937.65586
ERF_Log_File_20250226_1006,1424625798,2d,0,3,0.3196178307,0.008185472325,3,4.208905429,0,0,-2,2.5,0.401,0.4,3.201562119,0.000831099558,384.5722545,0.6692956125,Total,8.43088719e-05,128.6598083,24937.65586
